"","X","favorite_count","id","retweet_count","timestamp","user_follower_count","user_id","user_screen_name","true_indicator","original_tweet","polarity","subjectivity","cat_polarity"
"91",105,25,1e+18,23,"Fri Jun 01 19:00:58 +0000 2018",1076274,146569971,"b'CDCgov'",1,"Clinicians: did you miss the recent COCA call about the new #shingles vaccine? You can now watch the recording and get CEs. Be sure to click ‚ÄúCall Materials‚Äù tab: https://t.co/FMIvmNFm2M https://t.co/IuCneEqDP5",0.212121212,0.531144781,"positive"
"92",106,1,1e+18,2,"Fri Jun 01 17:33:39 +0000 2018",1076274,146569971,"b'CDCgov'",1,"@arthur1125351 All vaccine ingredients are listed in the FDA package insert available here: https://t.co/nXXfvwBbpQ.",0.4,0.4,"positive"
"93",107,25,1e+18,16,"Thu May 31 16:01:01 +0000 2018",1076274,146569971,"b'CDCgov'",1,"Clinicians, a new @CDCMMWR report highlights Shingrix, the new #shingles vaccine, has different administration, dosing, and storage requirements than Zostavax. Avoid admin errors and keep your training up to date! Find latest CDC resources at https://t.co/T8rjmmVK7h. https://t.co/enoS26lJws",0.193181818,0.602272727,"positive"
"94",108,55,1e+18,54,"Tue May 29 19:01:06 +0000 2018",1076274,146569971,"b'CDCgov'",1,"Parents: make sure your preteen or teen is up to date with #meningococcal vaccination. https://t.co/cO5iZevQVl #meningitis #ivax2protect https://t.co/yU3XkvNu1L",0.25,0.444444444,"positive"
"95",109,59,9.99e+17,60,"Tue May 22 16:00:39 +0000 2018",1076274,146569971,"b'CDCgov'",1,"#DYK: Vaccination is important during every pregnancy? Find more information about #vaccines and #pregnancy here: https://t.co/mKxcdoOAVo. https://t.co/TzGfOdzYju",0.4,1,"positive"
"96",110,52,9.97e+17,63,"Thu May 17 16:01:05 +0000 2018",1076274,146569971,"b'CDCgov'",1,"If you‚Äôre living with #diabetes, vaccination is important. Learn why and see what vaccines you may need: https://t.co/u7VRmv57Jk. https://t.co/6S6w6TbiY9",0.4,1,"positive"
"97",111,62,9.97e+17,38,"Wed May 16 16:00:30 +0000 2018",1076274,146569971,"b'CDCgov'",1,"Each day, your #baby is exposed to thousands of #germs! 

Here‚Äôs how #vaccines strengthen your baby‚Äôs immune system, so he doesn‚Äôt have to fight those germs on his own: https://t.co/yuAfZ7Qets #ivax2protect",0,0,"neutral"
"98",112,37,9.95e+17,15,"Thu May 10 22:00:21 +0000 2018",1076274,146569971,"b'CDCgov'",1,"A Customs and Border Protection officer checks a dog‚Äôs rabies vaccination certificate at the US-Mexico border. Photo by #CDC #diseasedetective Maureen Fonseca-Ford. Check out requirements for bringing a dog into the US. https://t.co/U3kEm3DGEm #petweek https://t.co/Gy6Gs6erNg",0,0,"neutral"
"99",113,12,1e+18,9,"Sat Jun 02 08:14:15 +0000 2018",25266,42210513,"b'nighealthwatch'",1,"Remember Dr Abalaka‚Äôs ‚Äúvaccine‚Äù against #HIV? 

In 2015, @ikeanya wrote about claims of HIV cures. Read here: https://t.co/h9KG7xMcGi  #NHWPost https://t.co/KRfBl9vTEU",0,0,"neutral"
"100",114,12,1e+18,7,"Tue Jun 05 10:30:17 +0000 2018",75434,97219875,"b'gavi'",1,".@GirlEffect, @Gavi &amp; @DutchMFA are supporting HPV vaccine uptake across Africa

@GirlEffect youth brands use media &amp; mobile to tackle negative social norms holding girls back
@Gavi works with partners to make vaccines more accessible

#EDD18 #SheisWe

https://t.co/iNix4XQ3X4",0.071666667,0.218333333,"positive"
"101",115,13,1e+18,15,"Mon Jun 04 15:30:33 +0000 2018",75434,97219875,"b'gavi'",1,"In your #VaccinesWork round up this week-

<U+F8FF>üá®<U+F8FF>üá©#Ebola vaccination started in Bikoro, DRC
<U+F8FF>üò<U+2211>@WHO announced a roadmap to tackle Nipah
<U+F8FF>üáÆ<U+F8FF>üá™Social media helped uptake in Ireland's HPV vaccination

And more.
Get all the full stories on https://t.co/viCcB0v7uK 

https://t.co/DTnUvg9H3A",0.075,0.475,"positive"
"102",116,14,1e+18,5,"Mon Jun 04 11:15:11 +0000 2018",75434,97219875,"b'gavi'",1,"Jesmin knows the importance of getting her children vaccinated!

She comes to the the Dhaka EPI center, Bangladesh so her children may benefit from pneumococcal vaccine &amp; the Inactivated Polio Vaccine (IPV).

Because #VaccinesWork.

#MondayMotivation https://t.co/pmQIXFtduz",-0.1,0.1,"negative"
"103",117,21,1e+18,16,"Mon Jun 04 07:30:14 +0000 2018",75434,97219875,"b'gavi'",1,"Thanks to our public-private partnership model<U+F8FF>ü§ù, we helped accelerate development of the #Ebola vaccine

The vaccine<U+F8FF>üíâ was trialed in #Guinea before being deployed in response to the latest #DRC outbreak

But the vaccine's story goes further ‚û°Ô<U+220F>è

https://t.co/PT2WOFaypY https://t.co/NFyon14DGt",0.35,0.55,"positive"
"104",118,36,1e+18,17,"Sun Jun 03 15:00:46 +0000 2018",75434,97219875,"b'gavi'",1,"What's the coolest <U+F8FF>üòéhealth tech right now?
It might be the @IVinvents Arktek cooler transporting #Ebola vaccines<U+F8FF>üíâ in #DRC<U+F8FF>üá®<U+F8FF>üá©
The vaccine should be stored below -60'c‚ùÑÔ<U+220F>è
The Arktek is helping that happen
@WIRED track its journey from design to clinic
https://t.co/bv3L4HIVjJ ‚Ä¶",0.285714286,0.535714286,"positive"
"105",119,18,1e+18,14,"Sun Jun 03 08:05:05 +0000 2018",75434,97219875,"b'gavi'",1,"The latest from @TheAtlantic: 

@GaviSeth and other health experts explain why even if the #VaccinesWork<U+F8FF>üíâ, vaccines alone won't beat #Ebola in DRC and elsewhere - 

community buy-in to vaccination programmes and culture-sensitive health plans are crucial

https://t.co/vN23dr8yDE",0.25,0.95,"positive"
"106",120,80,1e+18,62,"Sat Jun 02 14:00:43 +0000 2018",75434,97219875,"b'gavi'",1,"The new #Ebola vaccine proved 100% effective in trials <U+F8FF>üíâ
We're working with DR Congo <U+F8FF>üá®<U+F8FF>üá©, @WHO &amp; partners to get it to health workers &amp; communities on the frontline <U+F8FF>üë©‚Äç‚öïÔ<U+220F>è<U+F8FF>üë©‚Äç<U+F8FF>üë©‚Äç<U+F8FF>üëß‚Äç<U+F8FF>üë¶ ‚Äì  to help contain &amp; beat the outbreak 
‚û°Ô<U+220F>è https://t.co/T5kekMKS4R    
#VaccinesWork https://t.co/ODDCHnL1JR",0.368181818,0.627272727,"positive"
"107",121,39,1e+18,28,"Sat Jun 02 08:45:06 +0000 2018",75434,97219875,"b'gavi'",1,"Vaccines protect everyone! 

Through herd immunity, vaccinated people are not only protecting themselves, they are indirectly protecting their whole community.

‚û°Ô<U+220F>è https://t.co/hMJJd5KQR9  

#VaccinesWork #GotLife https://t.co/6QKSKuP0Kq",0.2,0.4,"positive"
"108",122,22,1e+18,16,"Fri Jun 01 15:40:11 +0000 2018",75434,97219875,"b'gavi'",1,"We have a life-saving Ebola vaccine! <U+F8FF>üéâ

@GaviSeth reviews development of the rVSV-ZEBOV vaccine<U+F8FF>üíâ being used in the latest #DRC outbreak in hopes of preventing another pandemic

Vaccines won't end the outbreak alone, but their use marks a historic first

https://t.co/rc0HCUHNSp https://t.co/BsZ5mOpJOQ",0.25,0.411111111,"positive"
"109",123,41,1e+18,25,"Fri Jun 01 07:39:04 +0000 2018",75434,97219875,"b'gavi'",1,"Around the world, parents are an important part of ensuring all kids are vaccinated.

On this global #DayOfParents, we applaud parents and guardians who keep kids healthy and safe!

#VaccinesWork #HappyFamilies #HealthyKids #GlobalDayOfParents https://t.co/dLDAjUHkaD",0.35,0.5,"positive"
"110",124,19,1e+18,16,"Thu May 31 15:40:12 +0000 2018",75434,97219875,"b'gavi'",1,"The latest from @TheAtlantic: 

@GaviSeth and other health experts explain why even if the #VaccinesWork<U+F8FF>üíâ, vaccines alone won't beat #Ebola in DRC and elsewhere - 

community buy-in to vaccination programmes and culture-sensitive health plans are crucial

https://t.co/vN23dr8yDE",0.25,0.95,"positive"
"111",125,32,1e+18,14,"Thu May 31 06:30:15 +0000 2018",75434,97219875,"b'gavi'",1,"What's the coolest <U+F8FF>üòéhealth tech right now?

It might be the @IVinvents Arktek cooler transporting #Ebola vaccines<U+F8FF>üíâ in #DRC<U+F8FF>üá®<U+F8FF>üá©

The vaccine should be stored below -60'c‚ùÑÔ<U+220F>è
The Arktek is helping that happen

@WIRED track its journey from design to clinic
https://t.co/bv3L4HIVjJ",0.285714286,0.535714286,"positive"
"112",126,32,1e+18,16,"Wed May 30 08:26:21 +0000 2018",75434,97219875,"b'gavi'",1,"<U+F8FF>üíâ Why are vaccines so important?
<U+F8FF>üò<U+2211> What happens when some people don't get vaccinated?
‚ùå What diseases have vaccines eradicated?

@voxdotcom answers these, and other questions you've always had but have been afraid to ask, about how #VaccinesWork

https://t.co/sHSs7aoTgi https://t.co/ACeUrDUBJI",-0.1,0.95,"negative"
"113",128,28,1e+18,27,"Mon May 28 13:05:17 +0000 2018",75434,97219875,"b'gavi'",1,"The new #Ebola vaccine proved 100% effective in trials <U+F8FF>üíâ

We're working with DR Congo <U+F8FF>üá®<U+F8FF>üá©, @WHO &amp; partners to get it to health workers &amp; communities on the frontline <U+F8FF>üë©‚Äç‚öïÔ<U+220F>è<U+F8FF>üë©‚Äç<U+F8FF>üë©‚Äç<U+F8FF>üëß‚Äç<U+F8FF>üë¶ ‚Äì  to help contain &amp; beat the outbreak 

‚û°Ô<U+220F>è https://t.co/T5kekMKS4R   

#VaccinesWork https://t.co/AqJyTnmqa9",0.368181818,0.627272727,"positive"
"114",129,25,1e+18,8,"Mon May 28 11:35:06 +0000 2018",75434,97219875,"b'gavi'",1,"Is the weekend over already!? <U+F8FF>üëÄ 

It's not a problem for these vaccine heroes ‚Äì they have all the #MondayMotivation they need to deliver life-saving shots in Nigeria! <U+F8FF>üá=<U+F8FF>üá¨ <U+F8FF>üíâ<U+F8FF>üèçÔ<U+220F>è 

#VaccinesWork #VaccineHeroes https://t.co/fl5ZOWDINj",0,0,"neutral"
"115",130,23,1e+18,10,"Mon May 28 11:30:06 +0000 2018",75434,97219875,"b'gavi'",1,"In your #VaccinesWork round up this week...

<U+F8FF>üéÇ @WHO celebrates 70 years at #WHA71 
<U+F8FF>üíâ Ebola vaccine faces challenge of trust
<U+F8FF>üò<U+2211> International community heeds call to defeat cholera

Plus more... Get all the full stories on https://t.co/viCcB0v7uK

https://t.co/UZbENwuqmC",0.05,0.316666667,"positive"
"116",131,20,1e+18,13,"Sun May 27 12:58:00 +0000 2018",75434,97219875,"b'gavi'",1,"<U+F8FF>üá®<U+F8FF>üá©What is @gavi doing to help contain the #DRC Ebola outbreak? 
<U+F8FF>üíâWhat is 'ring vaccination'? 
<U+F8FF>üî¨Is the @Merck Ebola vaccine effective? 

@GaviSeth answers these questions &amp; more about vaccine deployment to counter the ongoing Ebola outbreak in #DRC https://t.co/dnwhJpcsMd https://t.co/Io9CK1Grh8",0.6,0.8,"positive"
"117",132,35,1e+18,20,"Sun May 27 08:06:00 +0000 2018",75434,97219875,"b'gavi'",1,"The first Ebola vaccinations are underway in DR Congo <U+F8FF>üá®<U+F8FF>üá© <U+F8FF>üíâ

Dr Guillaume Ngoie Mwamba ‚Äì head of the country's immunisation programme ‚Äì leads the way as the first person to be vaccinated.

‚û°Ô<U+220F>è https://t.co/LhVR3iquB8  

#VaccinesWork ‚Äì with @WHO @Merck @MSF https://t.co/gZ11ltv90N",0.25,0.333333333,"positive"
"118",133,35,1e+18,22,"Sat May 26 09:06:00 +0000 2018",75434,97219875,"b'gavi'",1,"Meet the heroes behind the new Ebola vaccine! <U+F8FF>üíâ 

Their bravery could be the turning point to beat the outbreak in DR Congo <U+F8FF>üá®<U+F8FF>üá© 

‚û°Ô<U+220F>è https://t.co/T5kekMtgGh #VaccinesWork #VaccineHeroes ‚Äì with @WHO @Merck @MSF https://t.co/u2dLl8lGxI",-0.131818182,0.577272727,"negative"
"119",134,7,1e+18,6,"Fri May 25 15:05:14 +0000 2018",75434,97219875,"b'gavi'",1,"How do you reach the most remote communities in #DRCongo? <U+F8FF>üá®<U+F8FF>üá©

Watch the journey of a vaccine by river &amp; road <U+F8FF>üíâ <U+F8FF>üö£‚Äç‚ôÄÔ<U+220F>è <U+F8FF>üèçÔ<U+220F>è ‚Äì made possible by @VillageReach

#VaccinesWork

https://t.co/AVAv330Ym6",-0.05,0.6,"negative"
"120",135,3,1e+18,4,"Fri May 25 14:00:44 +0000 2018",75434,97219875,"b'gavi'",1,"We know investing in vaccines protects families <U+F8FF>üë®‚Äç<U+F8FF>üë®‚Äç<U+F8FF>üëß‚Äç<U+F8FF>üë¶

Hear how they've helped Mark and his family from generation to generation.

#VaccinesWork #WHA71 ‚Äì via @gatesfoundation 

https://t.co/3q3CXqD5R8",0,0,"neutral"
"121",136,19,1e+18,9,"Fri May 25 11:55:06 +0000 2018",75434,97219875,"b'gavi'",1,"When we are all protected together with vaccines <U+F8FF>üíâ we not only stop preventable deaths ‚Äì but also help people avoid a life of poverty.

#VaccinesWork #WHA71 https://t.co/KyEcHVgwpi",0,0,"neutral"
"122",138,7,1e+18,7,"Fri May 25 09:38:34 +0000 2018",75434,97219875,"b'gavi'",1,"Everything you need to know about the #Ebola vaccine <U+F8FF>üíâ

Get the explainer from @SciAm on how it was developed &amp; how it will work alongside wider response efforts ‚¨áÔ<U+220F>è

#VaccinesWork

https://t.co/NEVX68A3mL https://t.co/qdSFuDB9Fu",0.1,0.3,"positive"
"123",139,5,1e+18,1,"Fri May 25 01:26:38 +0000 2018",75434,97219875,"b'gavi'",1,"The world needs more sparkle!  #vaccineswork https://t.co/DXeVbd06hw",0,0,"neutral"
"124",140,8,1e+18,4,"Thu May 24 09:45:07 +0000 2018",75434,97219875,"b'gavi'",1,"2 MILLION people are to be protected against cholera across Africa <U+F8FF>üåç with the biggest vaccine drive in history! <U+F8FF>üíâ

Our Deputy CEO Anuradha Gupta speaks with @cnbcafrica 

on our work with 5 countries to reduce cholera deaths by 90% by 2030

https://t.co/6ZTw4I7p7H",0,0,"neutral"
"125",141,13,9.99e+17,8,"Thu May 24 00:00:00 +0000 2018",75434,97219875,"b'gavi'",1,"24 hours to go until @RedNoseDayUSA 

and we‚Äôre prepped to #GoNoseToNose because #vaccineswork! https://t.co/eyYQtp7KMa",0,0,"neutral"
"126",142,20,9.99e+17,18,"Wed May 23 15:00:43 +0000 2018",75434,97219875,"b'gavi'",1,"2 MILLION people are to be protected against cholera across Africa <U+F8FF>üåç 
This is vaccination determination in action!<U+F8FF>üíâ

It's a historic commitment by 5 countries <U+F8FF>üá=<U+F8FF>üá¨<U+F8FF>üá=<U+F8FF>üáº<U+F8FF>üá<U+222B><U+F8FF>üá¨<U+F8FF>üá<U+220F><U+F8FF>üá<U+220F><U+F8FF>üáø<U+F8FF>üá= to beat recent outbreaks &amp; to help #EndCholera for good! <U+F8FF>üôå

‚û°Ô<U+220F>èhttps://t.co/KPrBNqj2nK 

<U+F8FF>üì<U+2211> @WHO https://t.co/e5JAsPcy1A",0.233333333,0.283333333,"positive"
"127",143,22,9.99e+17,11,"Wed May 23 14:48:59 +0000 2018",75434,97219875,"b'gavi'",1,".@nwachukwucs just caught up with some amazing vaccine advocates at #WHA71! 

Thanks for all you do to help #vaccineswork &amp; support the #SDGs @results_tweets, @action_tweets, @yvonnechakaX2, @resultscda, @resultsuk <U+F8FF>üôå https://t.co/zNFbKvPRhA",0.4,0.55,"positive"
"128",144,39,9.99e+17,21,"Wed May 23 11:15:12 +0000 2018",75434,97219875,"b'gavi'",1,"This month, with @WHO we launched the biggest cholera vaccination drive in history.

@ChrisJElias, President of Global Development at @gatesfoundation explains why recent innovations in #VaccineTech make it easier to get cholera vaccines to people in need

https://t.co/zjF1zy7Pxs",0,0.125,"neutral"
"129",145,26,9.99e+17,20,"Wed May 23 09:30:22 +0000 2018",75434,97219875,"b'gavi'",1,"Africa <U+F8FF>üåç is helping to #EndCholera with the biggest vaccine drive in history! <U+F8FF>üíâ

We're working with...
<U+F8FF>üá=<U+F8FF>üá¨ Nigeria
<U+F8FF>üá=<U+F8FF>üáº Malawi
<U+F8FF>üá<U+222B><U+F8FF>üá¨ Uganda
<U+F8FF>üá<U+220F><U+F8FF>üá<U+220F> S. Sudan
<U+F8FF>üáø<U+F8FF>üá= Zambia
to beat recent outbreaks &amp; reduce cholera deaths by 90% by 2030

‚û°Ô<U+220F>è https://t.co/498oWe625Y https://t.co/LWV1VvQlHQ",0,0.25,"neutral"
"130",146,13,9.99e+17,6,"Tue May 22 15:14:00 +0000 2018",75434,97219875,"b'gavi'",1,".@charitywater and Gavi are #RedNoseDay grantees.

Why? 

Because clean water <U+F8FF>üö8and live-saving vaccines <U+F8FF>üíâhelp kids in need survive and thrive! https://t.co/H3gCYzpDgt",0.366666667,0.7,"positive"
"131",147,11,9.99e+17,5,"Tue May 22 11:26:00 +0000 2018",75434,97219875,"b'gavi'",1,"Got vaccines? <U+F8FF>üíâ #GotLife! <U+F8FF>üôå

We believe #VaccinesWork to save lives AND unlock future potential! <U+F8FF>üë©‚Äç<U+F8FF>üëß‚Äç<U+F8FF>üë¶‚ö°Ô<U+220F>è<U+F8FF>üåç

See the stories behind @Gavi's immunisation revolution ‚Äì and how our unique alliance is a game-changer for global health 

‚û°Ô<U+220F>è https://t.co/ByrqjNFdXQ https://t.co/m8HL4IPYEL",0.045833333,0.470833333,"positive"
"132",148,14,9.99e+17,21,"Tue May 22 09:20:00 +0000 2018",75434,97219875,"b'gavi'",1,"The global community is responding rapidly to the most recent #Ebola outbreak in #DRC

- and this time, vaccines <U+F8FF>üíâ are helping.

We're working with DRC <U+F8FF>üá®<U+F8FF>üá©, @WHO &amp; partners to get Ebola vaccines to health workers &amp; communities on the frontline

‚û°Ô<U+220F>èhttps://t.co/aZhSF5CxEQ https://t.co/DYcg8Z6DH3",0,0.125,"neutral"
"133",149,8,9.99e+17,5,"Tue May 22 08:31:13 +0000 2018",75434,97219875,"b'gavi'",1,"<U+F8FF>üá®<U+F8FF>üá©What is @Gavi doing to help contain the #DRC Ebola outbreak?
<U+F8FF>üíâWhat is 'ring vaccination'?
<U+F8FF>üî¨Is the @Merck  Ebola vaccine effective?

@GaviSeth answers these questions &amp; more about vaccine deployment to counter the ongoing Ebola outbreak in #DRC

https://t.co/dnwhJpcsMd https://t.co/dxCmQ83M7w",0.6,0.8,"positive"
"134",151,10,9.99e+17,6,"Mon May 21 15:26:07 +0000 2018",75434,97219875,"b'gavi'",1,"<U+F8FF>üíâ How was the Ebola vaccine developed? 

<U+F8FF>üá®<U+F8FF>üá© How will we overcome the logistical challenges to reach those hit in DRC?

‚<U+2260>ïÔ<U+220F>è What is the ""ring vaccination"" method and how does it work?

 Here's @GaviSeth's explainer ‚û°Ô<U+220F>è https://t.co/qaHZ0sTOP8 

#VaccinesWork https://t.co/o6Qafx7nic",0.1,0.3,"positive"
"135",152,14,9.99e+17,7,"Mon May 21 15:23:11 +0000 2018",75434,97219875,"b'gavi'",1,"The first Ebola vaccinations are underway in DR Congo <U+F8FF>üá®<U+F8FF>üá© <U+F8FF>üíâ

Dr Guillaume Ngoie Mwamba ‚Äì head of the country's immunisation programme ‚Äì leads the way as the first person to be vaccinated.

‚û°Ô<U+220F>è https://t.co/LhVR3iI5ZI 

#VaccinesWork ‚Äì with @WHO @Merck @MSF https://t.co/dBJfANSpYJ",0.25,0.333333333,"positive"
"136",153,12,9.98e+17,7,"Mon May 21 09:40:05 +0000 2018",75434,97219875,"b'gavi'",1,"In your #VaccinesWork round up this week...

<U+F8FF>üá®<U+F8FF>üá© DR Congo deploys vaccines to help beat Ebola
<U+F8FF>üò<U+2211> Universal flu vaccine moves to Phase II trials
<U+F8FF>üíâ Immunisation to take on HIV?

Plus more... Get all the full stories on https://t.co/viCcB0v7uK 

https://t.co/ucExwJD0r9",0.05,0.316666667,"positive"
